time,Vin,Vdiod,Idiod
0.0,0.0,0.0,0.0
-1.0719636e-08,0.0006061764,9.81315e-08,4.0449757e-10
2.1439272e-08,0.0012123325,6.179398e-07,1.6203219e-09
4.277264e-08,0.0024185,3.7156333e-06,5.900856e-09
6.7206344e-08,0.0037995146,1.1863754e-05,1.3602007e-08
9.230206e-08,0.005217189,2.8581111e-05,2.5037238e-08
1.2199104e-07,0.0068929605,6.4553475e-05,4.3395453e-08
1.6040114e-07,0.009058038,0.00014583983,7.468285e-08
2.1154769e-07,0.011934227,0.00033287652,1.2897681e-07
2.7935795e-07,0.015731696,0.0007606583,2.2206537e-07
3.7014567e-07,0.02077874,0.0017460026,3.8112557e-07
4.926605e-07,0.02750031,0.003849,6.42889e-07
5.952562e-07,0.03302887,0.006465759,8.975187e-07
7.115394e-07,0.03915965,0.010607216,1.2160513e-06
8.3949135e-07,0.045709047,0.016594442,1.5805963e-06
9.792766e-07,0.05258957,0.02497393,1.966057e-06
1.1781e-06,0.061800286,0.03979613,2.4189362e-06
1.4830703e-06,0.07437457,0.066070594,2.8077204e-06
1.8135121e-06,0.08549824,0.09462672,2.6912878e-06
2.2450372e-06,0.09549641,0.12688035,1.8278125e-06
2.4239416e-06,0.09800488,0.13621892,1.2428443e-06
2.609389e-06,0.099546984,0.14101134,4.9430076e-07
2.8041052e-06,0.099988915,0.14151329,-3.2049658e-07
2.9873133e-06,0.099298835,0.13718809,-1.0362085e-06
3.2853272e-06,0.095909394,0.1222762,-1.964896e-06
3.6133995e-06,0.08904183,0.099097066,-2.6085906e-06
3.824e-06,0.08300356,0.081554085,-2.7459575e-06
3.97698e-06,0.07787454,0.0682788,-2.6743514e-06
4.0939544e-06,0.07355756,0.058500614,-2.5267782e-06
4.237837e-06,0.06780837,0.04740037,-2.2613076e-06
4.3836203e-06,0.061525848,0.037673987,-1.9297959e-06
4.604522e-06,0.051224496,0.026066408,-1.3785849e-06
4.830907e-06,0.039840676,0.017742373,-8.39231e-07
5.034629e-06,0.02903352,0.01327519,-4.4570663e-07
5.2145715e-06,0.019162936,0.011206543,-2.2511489e-07
5.3808303e-06,0.0098644225,0.0101249525,-1.6172199e-07
5.563318e-06,-0.00043897098,0.008919499,-2.4709342e-07
5.7206767e-06,-0.009323805,0.0071604666,-4.4314828e-07
5.870936e-06,-0.01773996,0.0042832196,-7.276851e-07
6.009469e-06,-0.025387261,0.00020966506,-1.052994e-06
6.1467554e-06,-0.03281228,-0.005467644,-1.4121472e-06
6.2945014e-06,-0.040580925,-0.013292228,-1.8113602e-06
6.387661e-06,-0.045337174,-0.019193962,-2.0575776e-06
6.463472e-06,-0.049115438,-0.024665417,-2.2460406e-06
6.5421286e-06,-0.052940074,-0.030886063,-2.4240824e-06
6.627422e-06,-0.056968797,-0.038162094,-2.591995e-06
6.722293e-06,-0.061293878,-0.046781033,-2.7440817e-06
6.8091445e-06,-0.065098986,-0.055066045,-2.8458912e-06
6.895563e-06,-0.06872934,-0.063593246,-2.904499e-06
6.9910416e-06,-0.07254914,-0.073170155,-2.9162438e-06
7.0994797e-06,-0.0766304,-0.08399219,-2.8591746e-06
7.2309867e-06,-0.081192024,-0.09664109,-2.691496e-06
7.380077e-06,-0.08581948,-0.11002498,-2.39287e-06
7.4765403e-06,-0.08849056,-0.117839724,-2.1375374e-06
7.5607713e-06,-0.0906079,-0.123799995,-1.8704727e-06
7.653468e-06,-0.0927003,-0.12935081,-1.5414346e-06
7.7524155e-06,-0.0946527,-0.13410169,-1.1613395e-06
7.842249e-06,-0.0961688,-0.13730742,-7.9782893e-07
7.91602e-06,-0.09722845,-0.13901807,-4.908766e-07
7.997818e-06,-0.09820553,-0.13990934,-1.4841676e-07
8.0841255e-06,-0.099008664,-0.13976532,2.0739327e-07
8.182685e-06,-0.09963735,-0.13826485,5.9704786e-07
8.294926e-06,-0.09997641,-0.13503449,1.0093441e-06
8.399701e-06,-0.099929586,-0.13078085,1.3583898e-06
8.462149e-06,-0.09973481,-0.127633,1.5423994e-06
8.533138e-06,-0.09936238,-0.123520404,1.7242576e-06
8.6025675e-06,-0.09884326,-0.11906639,1.8714056e-06
