time,Vin,Vdiod,Idiod
0.0,0.0,0.0,0.0
-1.0719636e-08,0.0012123528,5.3225795e-06,2.3799096e-08
2.1439272e-08,0.002424665,3.0234387e-05,9.0842796e-08
3.6199378e-08,0.004093767,0.000119423705,2.395816e-07
5.3592515e-08,0.0060602427,0.00033385807,4.932173e-07
6.993189e-08,0.00790705,0.00071109,8.1256997e-07
9.4313464e-08,0.010661545,0.0016803927,1.409757e-06
1.2440123e-07,0.014057846,0.0036364303,2.2705758e-06
1.6446843e-07,0.018574135,0.007689052,3.4888828e-06
2.1644632e-07,0.024418427,0.015198141,4.8827014e-06
2.8377295e-07,0.0319564,0.027448017,5.965552e-06
3.5675058e-07,0.04007442,0.041450653,5.8868513e-06
4.5548728e-07,0.05094668,0.05815118,4.2287074e-06
5.147738e-07,0.057400785,0.06548659,2.7651975e-06
5.573312e-07,0.061994355,0.06873011,1.7312123e-06
5.98043e-07,0.066355154,0.07053198,1.0207852e-06
6.406055e-07,0.070876546,0.071684144,6.8547604e-07
6.85742e-07,0.075626455,0.07286542,8.517815e-07
7.51417e-07,0.08244891,0.07580044,1.8062851e-06
8.210241e-07,0.0895555,0.08139574,3.253837e-06
8.859995e-07,0.09606425,0.08940832,4.524187e-06
9.569222e-07,0.10302042,0.100394115,5.2463643e-06
1.0331952e-06,0.11031614,0.112279564,4.92801e-06
1.1442294e-06,0.1205665,0.12673181,3.1716904e-06
1.2024731e-06,0.12575589,0.13197276,1.9946772e-06
1.2445873e-06,0.12942351,0.13415743,1.2352839e-06
1.2874433e-06,0.13308038,0.13543968,7.5787835e-07
1.3366817e-06,0.13718523,0.13645652,6.259559e-07
1.3863481e-06,0.14121802,0.13764313,9.286153e-07
1.4402636e-06,0.14546964,0.13981357,1.6461895e-06
1.5017667e-06,0.15015428,0.14390707,2.664878e-06
1.5672867e-06,0.15494497,0.15013805,3.6024405e-06
1.6380367e-06,0.15987904,0.1582456,4.059805e-06
1.7183311e-06,0.16516834,0.16736276,3.7058003e-06
1.8092928e-06,0.1707485,0.17591296,2.4983276e-06
1.8618263e-06,0.17376636,0.17931205,1.5885905e-06
1.903757e-06,0.17606522,0.18085699,8.871217e-07
1.9432798e-06,0.17814146,0.18158153,3.6452602e-07
1.9763388e-06,0.17980985,0.18180326,6.990044e-08
2.001908e-06,0.18105718,0.18181182,-4.3572673e-08
2.0286732e-06,0.18232231,0.18177111,-4.3363166e-08
2.0631933e-06,0.18389226,0.18178594,1.00119664e-07
2.0950265e-06,0.18527795,0.18202072,3.610531e-07
2.1446194e-06,0.18731691,0.1829732,9.2459385e-07
2.1940843e-06,0.18920387,0.18473615,1.5319968e-06
2.2574561e-06,0.19140486,0.18810499,2.1807687e-06
2.321038e-06,0.19336613,0.19221269,2.4665687e-06
2.4006495e-06,0.19546919,0.19717388,2.1681974e-06
2.5042068e-06,0.19761154,0.20209676,1.0686394e-06
2.5508123e-06,0.19835499,0.20330682,4.0297692e-07
2.5835875e-06,0.19879535,0.20345552,-7.85457e-08
2.623786e-06,0.19924217,0.20303005,-5.7853435e-07
2.6689956e-06,0.1996217,0.20200987,-9.5309565e-07
2.735242e-06,0.19994214,0.20006494,-1.1077836e-06
2.8185375e-06,0.19994688,0.19767655,-8.316474e-07
2.858775e-06,0.19979024,0.19680983,-5.3216235e-07
2.9147357e-06,0.19940048,0.19634286,-5.0608224e-09
2.9517778e-06,0.19903263,0.19649619,3.007028e-07
2.986126e-06,0.1986135,0.19686851,4.9828833e-07
3.0402064e-06,0.19780178,0.19768572,6.0314807e-07
3.0929377e-06,0.19683221,0.198403,4.5278648e-07
3.1536915e-06,0.19549821,0.19875266,-1.1633336e-08
3.2054422e-06,0.19417986,0.1983063,-5.8160504e-07
3.263305e-06,0.19250897,0.19672705,-1.2855443e-06
3.3277345e-06,0.19040602,0.19373384,-1.9516062e-06
3.4018801e-06,0.18767338,0.18915837,-2.3718987e-06
3.4884495e-06,0.18406582,0.18333903,-2.3395876e-06
3.57469e-06,0.18003343,0.17797224,-1.8923721e-06
3.6315814e-06,0.17713834,0.1750882,-1.4914457e-06
3.6843696e-06,0.17428803,0.17302415,-1.191781e-06
